// 出現時間、出現座標(x,y）、速度（vx,vy） HP 防御力　弾発射間隔　弾type　弾速度

// 1部隊
50,1000,0,0,8,20,5,30,1,10
55,100,0,0,8,20,5,30,1,10
50,500,0,0,8,40,10,10,10,10
60,600,0,0,8,20,5,30,1,10
65,800,0,0,8,20,5,30,1,10
// 2
150,380,0,0,8,20,5,30,1,10
155,380,0,0,8,20,5,30,1,10
160,380,0,0,8,20,5,30,1,10
160,380,0,0,8,20,5,30,1,10
// 3
250,200,0,4,8,20,5,30,1,8
255,300,0,4,8,20,5,20,1,10
260,400,0,4,8,20,5,30,1,8
265,500,0,4,8,20,5,20,1,10

//4
300,480,0,-4,8,20,5,30,1,8
305,480,0,-4,8,20,5,20,1,10
310,480,0,-4,8,20,5,30,1,8
315,480,0,-4,8,20,5,20,1,10

//5

400,100,0,0,8,20,5,30,1,10
405,100,0,0,8,20,5,20,1,15
410,100,0,0,8,20,5,10,1,8
415,100,0,0,8,20,5,20,1,15
400,780,0,0,8,20,5,10,1,8
405,780,0,0,8,20,5,20,1,10
410,780,0,0,8,20,5,30,1,15
415,780,0,0,8,20,5,20,1,10
// ��Z�ґ�
500,0,0,4,8,20,5,30,1,10
505,0,0,4,8,20,5,20,1,15
510,0,0,4,8,20,5,10,1,8
515,0,0,4,8,20,5,20,1,15
500,980,0,-4,8,20,5,10,1,8
505,980,0,-4,8,20,5,20,1,10
510,980,0,-4,8,20,5,30,1,15
515,980,0,-4,8,20,5,20,1,10
// �掵�ґ�
600,0,0,4,8,20,5,30,1,10
605,880,0,-4,8,20,5,20,1,15
610,0,0,4,8,20,5,10,1,8
615,880,0,-4,8,20,5,20,1,15
620,0,0,4,8,20,5,10,1,8
625,680,0,-4,8,20,5,20,1,10
630,0,0,4,8,20,5,30,1,15
635,580,0,-4,8,20,5,20,1,10
// �攪�ґ�
700,0,0,4,8,20,5,30,1,10
705,780,0,-4,8,20,5,20,1,15
710,100,0,0,8,20,5,10,1,8
715,380,0,0,8,20,5,20,1,15
720,0,0,4,8,20,5,10,1,8
725,880,0,-4,8,20,5,20,1,10
730,100,0,0,8,20,5,30,1,15
735,980,0,0,8,20,5,20,1,10
// ���ґ�
800,100,0,0,8,20,5,30,1,10
805,100,0,0,8,20,5,20,1,15
810,100,0,0,8,20,5,10,1,8
815,100,0,0,8,20,5,20,1,15
800,880,0,0,-8,20,5,10,1,8
805,980,0,0,-8,20,5,20,1,10
810,920,0,0,-8,20,5,30,1,15
815,850,0,0,-8,20,5,20,1,10
*
900,390,0,0,0,500,6,3,2,20
